"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug C","Company X","Tablet","250 mg","10 ml","862","49311","2024-03-25 00:00:00","Europe","Shelby Johnson","Online Pharmacy","Mar","Q1","High","1.1","54242.1","0.9091","Below Target"
"Drug E","Company Z","Tablet","500 mg","50 g","1017","21123","2024-03-14 00:00:00","Africa","Virginia Phillips","Clinics","Mar","Q1","Medium","0.9","19010.7","1.1111","Achieved"
"Drug C","Company W","Cream","250 mg","30","1468","32204","2024-03-27 00:00:00","South America","Melissa Kennedy","Online Pharmacy","Mar","Q1","Medium","1.1","35424.4","0.9091","Below Target"
"Drug E","Company W","Syrup","10 mg","30","1647","21201","2024-02-08 00:00:00","North America","Patricia Norris","Clinics","Feb","Q1","Medium","1.2","25441.2","0.8333","Below Target"
"Drug A","Company V","Tablet","250 mg","30","254","43256","2023-08-31 00:00:00","Africa","Taylor Barnes","Pharmacy","Aug","Q3","High","0.9","38930.4","1.1111","Achieved"
"Drug D","Company Z","Syrup","50 mg","10 ml","1661","8678","2024-04-06 00:00:00","Africa","Christina Montoya","Clinics","Apr","Q2","Low","0.9","7810.2","1.1111","Achieved"
"Drug B","Company Y","Syrup","10 mg","100 ml","1446","49381","2024-03-16 00:00:00","Asia","Brittney Gonzales","Supermarkets","Mar","Q1","High","0.95","46911.95","1.0526","Achieved"
"Drug D","Company V","Syrup","10 mg","100 ml","936","48645","2023-07-29 00:00:00","Asia","Stephanie Williams","Supermarkets","Jul","Q3","High","0.95","46212.75","1.0526","Achieved"
"Drug B","Company W","Injection","500 mg","30","1623","21818","2024-05-14 00:00:00","South America","Hayden Rodriguez","Pharmacy","May","Q2","Medium","1.1","23999.8","0.9091","Below Target"
"Drug A","Company V","Cream","50 mg","30","1318","7513","2024-07-03 00:00:00","South America","Susan Mccoy","Supermarkets","Jul","Q3","Low","1.1","8264.3","0.9091","Below Target"
"Drug C","Company V","Injection","100 mg/ml","30","123","4294","2024-01-09 00:00:00","Asia","Keith Payne","Hospitals","Jan","Q1","Low","0.95","4079.3","1.0526","Achieved"
"Drug D","Company Y","Tablet","50 mg","30","1466","24941","2024-07-22 00:00:00","Africa","John Lindsey","Supermarkets","Jul","Q3","Medium","0.9","22446.9","1.1111","Achieved"
"Drug D","Company Z","Cream","50 mg","60","390","46339","2023-08-10 00:00:00","Africa","Hannah Long","Clinics","Aug","Q3","High","0.9","41705.1","1.1111","Achieved"
"Drug C","Company V","Syrup","250 mg","50 g","1586","9800","2024-05-13 00:00:00","Asia","Kevin Gates","Supermarkets","May","Q2","Low","0.95","9310.0","1.0526","Achieved"
"Drug D","Company Y","Syrup","500 mg","10 ml","739","48204","2024-02-06 00:00:00","North America","Ricky Garner","Pharmacy","Feb","Q1","High","1.2","57844.8","0.8333","Below Target"
"Drug C","Company Y","Capsule","10 mg","10 ml","1267","19752","2024-04-18 00:00:00","Europe","Elizabeth Lopez","Online Pharmacy","Apr","Q2","Low","1.1","21727.2","0.9091","Below Target"
"Drug C","Company V","Tablet","250 mg","30","1834","37074","2024-07-12 00:00:00","Asia","Gary Valencia","Online Pharmacy","Jul","Q3","Medium","0.95","35220.3","1.0526","Achieved"
"Drug A","Company Y","Cream","250 mg","10 ml","667","7794","2024-04-02 00:00:00","Africa","Emily Brown","Hospitals","Apr","Q2","Low","0.9","7014.6","1.1111","Achieved"
"Drug D","Company Z","Injection","10 mg","60","1360","33904","2023-08-30 00:00:00","Africa","Richard Stewart","Pharmacy","Aug","Q3","Medium","0.9","30513.6","1.1111","Achieved"
"Drug E","Company X","Tablet","50 mg","60","1124","15758","2023-11-01 00:00:00","North America","Aaron Cline","Pharmacy","Nov","Q4","Low","1.2","18909.6","0.8333","Below Target"
"Drug E","Company W","Tablet","250 mg","60","236","46906","2023-08-26 00:00:00","Europe","Joshua Phillips","Hospitals","Aug","Q3","High","1.1","51596.6","0.9091","Below Target"
"Drug C","Company X","Tablet","50 mg","60","1134","13081","2024-03-17 00:00:00","Africa","Tammy Wolfe","Clinics","Mar","Q1","Low","0.9","11772.9","1.1111","Achieved"
"Drug C","Company Z","Injection","250 mg","100 ml","1262","23680","2023-08-05 00:00:00","Africa","Catherine Henry","Supermarkets","Aug","Q3","Medium","0.9","21312.0","1.1111","Achieved"
"Drug B","Company Z","Capsule","100 mg/ml","10 ml","153","19965","2023-10-10 00:00:00","North America","Tiffany Lane","Pharmacy","Oct","Q4","Low","1.2","23958.0","0.8333","Below Target"
"Drug A","Company W","Injection","500 mg","50 g","1159","49694","2024-04-29 00:00:00","South America","Jodi Lowe","Supermarkets","Apr","Q2","High","1.1","54663.4","0.9091","Below Target"
"Drug E","Company Z","Injection","500 mg","30","575","42355","2023-08-18 00:00:00","South America","James Elliott","Pharmacy","Aug","Q3","High","1.1","46590.5","0.9091","Below Target"
"Drug A","Company X","Capsule","250 mg","60","189","45637","2023-08-04 00:00:00","Africa","Cody Williams","Pharmacy","Aug","Q3","High","0.9","41073.3","1.1111","Achieved"
"Drug E","Company W","Capsule","250 mg","60","1132","46407","2024-01-12 00:00:00","Europe","Brian Sanchez","Clinics","Jan","Q1","High","1.1","51047.7","0.9091","Below Target"
"Drug C","Company X","Injection","100 mg/ml","100 ml","411","37320","2024-05-19 00:00:00","North America","Teresa Taylor","Clinics","May","Q2","Medium","1.2","44784.0","0.8333","Below Target"
"Drug D","Company Z","Syrup","50 mg","100 ml","165","26575","2023-12-13 00:00:00","South America","Dana Sharp","Pharmacy","Dec","Q4","Medium","1.1","29232.5","0.9091","Below Target"
"Drug A","Company Y","Injection","100 mg/ml","100 ml","1178","33005","2023-09-15 00:00:00","Europe","Kevin Boyle","Supermarkets","Sep","Q3","Medium","1.1","36305.5","0.9091","Below Target"
"Drug C","Company Y","Tablet","100 mg/ml","100 ml","526","43392","2024-01-10 00:00:00","Africa","Dennis Wilson","Supermarkets","Jan","Q1","High","0.9","39052.8","1.1111","Achieved"
"Drug D","Company Y","Syrup","250 mg","100 ml","1084","34603","2023-11-20 00:00:00","South America","Darrell Parsons","Pharmacy","Nov","Q4","Medium","1.1","38063.3","0.9091","Below Target"
"Drug D","Company Y","Capsule","50 mg","50 g","574","27787","2023-09-26 00:00:00","North America","Charles Roberson","Pharmacy","Sep","Q3","Medium","1.2","33344.4","0.8333","Below Target"
"Drug A","Company Y","Tablet","100 mg/ml","100 ml","1915","41152","2023-11-18 00:00:00","North America","Jodi Reed","Online Pharmacy","Nov","Q4","High","1.2","49382.4","0.8333","Below Target"
"Drug E","Company V","Cream","50 mg","100 ml","686","47207","2024-05-08 00:00:00","South America","Lisa Williams","Hospitals","May","Q2","High","1.1","51927.7","0.9091","Below Target"
"Drug C","Company V","Injection","100 mg/ml","10 ml","489","31891","2024-07-08 00:00:00","South America","Meagan Braun","Supermarkets","Jul","Q3","Medium","1.1","35080.1","0.9091","Below Target"
"Drug A","Company Y","Syrup","500 mg","60","1995","25257","2023-11-23 00:00:00","South America","Michael Gibson","Pharmacy","Nov","Q4","Medium","1.1","27782.7","0.9091","Below Target"
"Drug E","Company X","Syrup","500 mg","100 ml","1454","28319","2024-04-26 00:00:00","Asia","Mark Rivas","Clinics","Apr","Q2","Medium","0.95","26903.05","1.0526","Achieved"
"Drug C","Company W","Tablet","10 mg","10 ml","221","20149","2023-09-16 00:00:00","Europe","Paul Sullivan","Pharmacy","Sep","Q3","Medium","1.1","22163.9","0.9091","Below Target"
"Drug B","Company W","Tablet","100 mg/ml","100 ml","449","20979","2024-01-12 00:00:00","Europe","Mr. Kevin Larson","Pharmacy","Jan","Q1","Medium","1.1","23076.9","0.9091","Below Target"
"Drug B","Company Z","Injection","500 mg","60","1180","24090","2024-03-06 00:00:00","South America","George White","Supermarkets","Mar","Q1","Medium","1.1","26499.0","0.9091","Below Target"
"Drug A","Company W","Tablet","50 mg","30","898","10545","2023-08-21 00:00:00","Asia","John Davis","Pharmacy","Aug","Q3","Low","0.95","10017.75","1.0526","Achieved"
"Drug A","Company W","Cream","10 mg","60","967","37020","2024-05-10 00:00:00","Asia","Kevin Clark","Supermarkets","May","Q2","Medium","0.95","35169.0","1.0526","Achieved"
"Drug A","Company W","Injection","50 mg","60","909","12714","2024-02-18 00:00:00","Africa","John Orozco","Online Pharmacy","Feb","Q1","Low","0.9","11442.6","1.1111","Achieved"
"Drug A","Company Z","Capsule","100 mg/ml","100 ml","654","8859","2023-12-01 00:00:00","Asia","Danielle Thomas","Hospitals","Dec","Q4","Low","0.95","8416.05","1.0526","Achieved"
"Drug C","Company V","Injection","500 mg","30","883","14721","2023-09-24 00:00:00","South America","Yolanda Sims","Clinics","Sep","Q3","Low","1.1","16193.1","0.9091","Below Target"
"Drug B","Company W","Cream","100 mg/ml","100 ml","565","4821","2024-01-30 00:00:00","Europe","John Allen","Clinics","Jan","Q1","Low","1.1","5303.1","0.9091","Below Target"
"Drug B","Company V","Capsule","250 mg","50 g","933","26268","2024-05-07 00:00:00","North America","Larry Dunn","Hospitals","May","Q2","Medium","1.2","31521.6","0.8333","Below Target"
"Drug C","Company W","Injection","100 mg/ml","10 ml","1793","12451","2024-06-24 00:00:00","Africa","Robert Clark","Online Pharmacy","Jun","Q2","Low","0.9","11205.9","1.1111","Achieved"
"Drug E","Company V","Syrup","500 mg","100 ml","697","19171","2024-02-25 00:00:00","Asia","Pamela Benson","Pharmacy","Feb","Q1","Low","0.95","18212.45","1.0526","Achieved"
"Drug D","Company V","Cream","250 mg","30","379","45953","2023-11-01 00:00:00","Asia","Emily Wright","Supermarkets","Nov","Q4","High","0.95","43655.35","1.0526","Achieved"
"Drug D","Company Y","Injection","10 mg","60","1640","18487","2023-10-05 00:00:00","South America","Robert Johnson","Clinics","Oct","Q4","Low","1.1","20335.7","0.9091","Below Target"
"Drug C","Company X","Syrup","500 mg","10 ml","244","29056","2024-01-07 00:00:00","Asia","Phillip Turner","Supermarkets","Jan","Q1","Medium","0.95","27603.2","1.0526","Achieved"
"Drug C","Company Z","Tablet","10 mg","60","482","4566","2023-09-30 00:00:00","Asia","Antonio Murphy","Online Pharmacy","Sep","Q3","Low","0.95","4337.7","1.0526","Achieved"
"Drug B","Company Y","Injection","500 mg","60","982","5040","2023-12-30 00:00:00","Asia","Erin Cline","Hospitals","Dec","Q4","Low","0.95","4788.0","1.0526","Achieved"
"Drug D","Company X","Tablet","100 mg/ml","100 ml","401","33003","2023-11-10 00:00:00","Asia","Jessica Morris","Hospitals","Nov","Q4","Medium","0.95","31352.85","1.0526","Achieved"
"Drug C","Company X","Capsule","100 mg/ml","60","1315","13838","2024-02-07 00:00:00","South America","Stephen Smith","Clinics","Feb","Q1","Low","1.1","15221.8","0.9091","Below Target"
"Drug B","Company W","Capsule","500 mg","10 ml","1986","21856","2024-01-15 00:00:00","South America","Kayla Meyer","Pharmacy","Jan","Q1","Medium","1.1","24041.6","0.9091","Below Target"
"Drug A","Company W","Cream","10 mg","100 ml","626","41156","2023-11-23 00:00:00","North America","Cynthia Phillips","Pharmacy","Nov","Q4","High","1.2","49387.2","0.8333","Below Target"
"Drug D","Company V","Tablet","50 mg","30","817","41978","2023-10-24 00:00:00","Europe","James Smith","Clinics","Oct","Q4","High","1.1","46175.8","0.9091","Below Target"
"Drug A","Company W","Syrup","50 mg","10 ml","1540","46616","2024-05-12 00:00:00","Europe","Jacob Spencer","Clinics","May","Q2","High","1.1","51277.6","0.9091","Below Target"
"Drug B","Company Y","Cream","50 mg","60","1352","9133","2024-01-11 00:00:00","Africa","Joseph Marks","Supermarkets","Jan","Q1","Low","0.9","8219.7","1.1111","Achieved"
"Drug C","Company X","Injection","100 mg/ml","10 ml","428","26054","2023-09-10 00:00:00","Asia","James Campbell","Pharmacy","Sep","Q3","Medium","0.95","24751.3","1.0526","Achieved"
"Drug D","Company Z","Injection","250 mg","60","1934","41356","2024-04-21 00:00:00","South America","Kristina Simpson","Hospitals","Apr","Q2","High","1.1","45491.6","0.9091","Below Target"
"Drug C","Company Z","Capsule","10 mg","50 g","1826","2719","2024-01-06 00:00:00","South America","Cody Robbins","Supermarkets","Jan","Q1","Low","1.1","2990.9","0.9091","Below Target"
"Drug E","Company Z","Tablet","50 mg","10 ml","594","11887","2023-08-28 00:00:00","Africa","Karen Buchanan","Online Pharmacy","Aug","Q3","Low","0.9","10698.3","1.1111","Achieved"
"Drug D","Company W","Injection","250 mg","50 g","105","36153","2024-07-26 00:00:00","Europe","James Haley","Pharmacy","Jul","Q3","Medium","1.1","39768.3","0.9091","Below Target"
"Drug C","Company W","Tablet","250 mg","50 g","1169","21685","2023-11-22 00:00:00","South America","Sarah Hammond","Clinics","Nov","Q4","Medium","1.1","23853.5","0.9091","Below Target"
"Drug A","Company Z","Tablet","500 mg","30","1463","49601","2023-10-01 00:00:00","Africa","Rebecca Jackson","Supermarkets","Oct","Q4","High","0.9","44640.9","1.1111","Achieved"
"Drug C","Company W","Tablet","250 mg","50 g","1091","15021","2024-06-15 00:00:00","North America","Angela Nunez","Hospitals","Jun","Q2","Low","1.2","18025.2","0.8333","Below Target"
"Drug C","Company Z","Injection","50 mg","10 ml","230","15353","2024-05-02 00:00:00","Asia","Richard Gutierrez","Supermarkets","May","Q2","Low","0.95","14585.35","1.0526","Achieved"
"Drug E","Company X","Cream","500 mg","30","1603","46470","2023-12-14 00:00:00","Africa","Barbara Kim","Supermarkets","Dec","Q4","High","0.9","41823.0","1.1111","Achieved"
"Drug C","Company Y","Capsule","100 mg/ml","60","522","32783","2024-07-27 00:00:00","Africa","Elizabeth Mcdaniel","Supermarkets","Jul","Q3","Medium","0.9","29504.7","1.1111","Achieved"
"Drug A","Company W","Cream","50 mg","100 ml","302","9722","2024-03-11 00:00:00","Europe","Jamie Fischer","Online Pharmacy","Mar","Q1","Low","1.1","10694.2","0.9091","Below Target"
"Drug E","Company V","Tablet","250 mg","10 ml","664","32835","2023-12-16 00:00:00","North America","Andre Bauer","Pharmacy","Dec","Q4","Medium","1.2","39402.0","0.8333","Below Target"
"Drug B","Company V","Tablet","500 mg","60","1701","36720","2024-01-17 00:00:00","Asia","Robert Graham","Supermarkets","Jan","Q1","Medium","0.95","34884.0","1.0526","Achieved"
"Drug B","Company W","Capsule","500 mg","30","1048","1486","2023-12-25 00:00:00","Africa","Elizabeth Adams","Supermarkets","Dec","Q4","Low","0.9","1337.4","1.1111","Achieved"
"Drug D","Company Y","Tablet","250 mg","10 ml","1570","17354","2023-08-09 00:00:00","Africa","Richard Lawson","Hospitals","Aug","Q3","Low","0.9","15618.6","1.1111","Achieved"
"Drug D","Company X","Tablet","500 mg","30","109","17302","2023-07-30 00:00:00","Africa","Christopher Fischer","Supermarkets","Jul","Q3","Low","0.9","15571.8","1.1111","Achieved"
"Drug D","Company Z","Capsule","100 mg/ml","10 ml","141","19153","2023-10-28 00:00:00","Europe","Jasmine Day","Supermarkets","Oct","Q4","Low","1.1","21068.3","0.9091","Below Target"
"Drug B","Company X","Cream","10 mg","60","1239","36616","2024-01-06 00:00:00","Africa","Lisa Cordova","Clinics","Jan","Q1","Medium","0.9","32954.4","1.1111","Achieved"
"Drug D","Company X","Tablet","50 mg","60","1499","4766","2024-06-13 00:00:00","Africa","Alejandro Bishop","Online Pharmacy","Jun","Q2","Low","0.9","4289.4","1.1111","Achieved"
"Drug D","Company X","Tablet","10 mg","60","1869","25748","2023-11-05 00:00:00","South America","David Anderson","Online Pharmacy","Nov","Q4","Medium","1.1","28322.8","0.9091","Below Target"
"Drug C","Company W","Syrup","100 mg/ml","30","1355","27880","2024-03-07 00:00:00","South America","Sara Chapman","Clinics","Mar","Q1","Medium","1.1","30668.0","0.9091","Below Target"
"Drug C","Company V","Capsule","100 mg/ml","30","1173","8649","2024-01-09 00:00:00","South America","Kevin Wilson","Online Pharmacy","Jan","Q1","Low","1.1","9513.9","0.9091","Below Target"
"Drug D","Company Z","Syrup","10 mg","60","828","30214","2024-06-25 00:00:00","North America","Edward Silva","Pharmacy","Jun","Q2","Medium","1.2","36256.8","0.8333","Below Target"
"Drug C","Company W","Syrup","100 mg/ml","30","453","10749","2023-11-25 00:00:00","Europe","Erika Robinson","Supermarkets","Nov","Q4","Low","1.1","11823.9","0.9091","Below Target"
"Drug C","Company Y","Injection","250 mg","50 g","132","17487","2023-12-28 00:00:00","Asia","Lauren Baker","Supermarkets","Dec","Q4","Low","0.95","16612.65","1.0526","Achieved"
"Drug A","Company W","Cream","100 mg/ml","100 ml","620","32593","2023-11-01 00:00:00","Asia","Christopher Wilson","Hospitals","Nov","Q4","Medium","0.95","30963.35","1.0526","Achieved"
"Drug E","Company X","Tablet","10 mg","50 g","1423","21911","2024-04-06 00:00:00","Africa","Steven Bray","Hospitals","Apr","Q2","Medium","0.9","19719.9","1.1111","Achieved"
"Drug B","Company Z","Cream","500 mg","50 g","1308","16623","2024-07-26 00:00:00","South America","Sharon Carter","Clinics","Jul","Q3","Low","1.1","18285.3","0.9091","Below Target"
"Drug E","Company Y","Injection","500 mg","60","460","29993","2024-03-16 00:00:00","Africa","Gregg Yu","Pharmacy","Mar","Q1","Medium","0.9","26993.7","1.1111","Achieved"
"Drug B","Company Z","Injection","50 mg","10 ml","1598","43114","2024-01-20 00:00:00","North America","Bradley Pennington","Online Pharmacy","Jan","Q1","High","1.2","51736.8","0.8333","Below Target"
"Drug E","Company W","Tablet","100 mg/ml","50 g","978","46578","2023-11-30 00:00:00","Europe","Angelica Hensley","Hospitals","Nov","Q4","High","1.1","51235.8","0.9091","Below Target"
"Drug B","Company Z","Tablet","50 mg","100 ml","1484","15499","2024-05-27 00:00:00","North America","Benjamin Holloway","Pharmacy","May","Q2","Low","1.2","18598.8","0.8333","Below Target"
"Drug A","Company V","Cream","500 mg","100 ml","1807","37740","2023-09-11 00:00:00","South America","Michael Williams","Clinics","Sep","Q3","Medium","1.1","41514.0","0.9091","Below Target"
"Drug D","Company Z","Tablet","100 mg/ml","50 g","1197","36217","2024-02-28 00:00:00","South America","William Ford","Online Pharmacy","Feb","Q1","Medium","1.1","39838.7","0.9091","Below Target"
"Drug A","Company X","Injection","100 mg/ml","30","1169","33004","2024-06-11 00:00:00","South America","Miss Elizabeth Evans","Online Pharmacy","Jun","Q2","Medium","1.1","36304.4","0.9091","Below Target"
